"Origin","Destin","Flow"
60,216,2
60,225,3
60,235,1
60,279,25
60,301,10
60,303,4
60,326,23
60,330,3
60,363,2
60,368,1
60,384,1
60,414,1
60,446,1
60,450,1
60,454,2
60,519,1
60,539,1
60,543,1
60,568,9
60,572,19
60,621,1
60,625,1
60,658,1
60,659,1
60,733,2
60,739,6
60,744,1
60,804,1
60,806,1
60,810,1
60,818,15
60,836,1
60,841,1
60,846,1
60,961,1
60,981,2
61,16,7
61,34,1
61,57,563
61,62,1060
61,64,1345
61,104,19
61,105,3
61,123,8
61,160,1
61,169,99
61,213,3
61,225,1
61,226,2
61,255,1
61,270,1
61,279,12
61,301,7
61,326,13
61,330,3
61,332,2
61,406,1
61,443,1
61,446,1
61,450,3
61,469,3
61,508,1
61,519,1
61,522,1
61,534,1
61,543,1
61,550,2
61,568,10
61,572,17
61,638,1
61,658,1
61,670,4
61,683,1
61,730,1
61,733,2
61,739,9
61,744,1
61,804,2
61,818,8
61,842,1
61,981,4
62,16,24
62,57,655
62,62,3092
62,64,1145
62,104,32
62,105,2
62,123,2
62,131,3
62,132,1
62,133,1
62,151,1
62,160,1
62,169,94
62,209,1
62,216,2
62,225,6
62,226,2
62,279,37
62,292,1
62,301,21
62,303,1
62,326,2
62,334,3
62,347,2
62,363,1
62,368,2
62,384,1
62,406,3
62,446,1
62,450,3
62,534,8
62,543,6
62,568,20
62,572,30
62,601,1
62,641,1
62,651,2
62,658,1
62,670,4
62,682,2
62,702,1
62,739,6
62,744,1
62,768,2
62,816,3
62,818,4
62,841,1
62,846,2
62,928,1
62,958,1
62,981,3
63,16,21
63,34,1
63,57,297
63,62,562
63,64,252
63,104,44
63,105,13
63,123,3
63,133,1
63,169,1538
63,213,2
63,216,1
63,226,1
63,279,6
63,301,15
63,303,4
63,326,9
63,347,3
63,374,2
63,405,2
63,446,1
63,450,1
63,534,3
63,543,2
63,568,15
63,572,11
63,617,2
63,632,1
63,641,1
63,651,1
63,658,1
63,664,1
63,670,2
63,681,1
63,739,8
63,744,1
63,771,2
63,775,2
63,818,10
63,836,1
63,841,2
63,842,1
63,980,1
64,16,9
64,34,1
64,57,266
64,62,642
64,64,1083
64,104,18
64,105,2
64,123,1
64,131,2
64,169,27
64,216,2
64,225,2
64,235,1
64,279,24
64,301,12
64,326,6
64,330,1
64,334,1
64,359,1
64,368,2
64,406,4
64,534,3
64,568,6
64,572,41
64,651,1
64,658,1
64,670,3
64,683,2
64,739,4
64,771,1
64,790,2
64,810,1
64,818,1
64,823,1
64,858,1
64,981,2
65,16,5
65,57,160
65,62,405
65,64,612
65,104,8
65,123,37
65,169,31
65,191,2
65,196,1
65,213,1
65,216,2
65,225,1
65,226,1
65,235,1
65,279,18
65,301,21
65,326,7
65,330,1
65,359,1
65,405,1
65,450,1
65,479,1
65,534,1
65,543,1
65,568,6
65,572,23
65,617,4
65,659,1
65,661,1
65,664,2
65,670,5
65,739,7
65,790,2
65,818,3
65,842,1
66,16,32
66,57,364
66,62,1003
66,64,561
66,104,50
66,105,1
66,123,1
66,131,1
66,132,1
66,169,1868
66,201,1
66,209,1
66,213,1
66,216,1
66,225,5
66,255,1
66,279,15
66,301,13
66,303,1
66,326,11
66,330,4
66,359,1
66,374,2
66,406,1
66,450,1
66,469,1
66,519,1
66,534,1
66,543,3
66,568,28
66,572,16
66,588,1
66,613,2
66,623,1
66,638,3
66,651,2
66,658,2
66,659,1
66,670,22
66,677,1
66,682,4
66,684,1
66,713,1
66,730,3
66,733,1
66,739,18
66,768,1
66,771,2
66,787,2
66,790,1
66,806,1
66,818,9
66,823,2
66,836,1
66,841,1
66,842,2
66,846,2
66,850,2
66,858,1
66,980,1
67,16,13
67,57,1099
67,62,947
67,64,1177
67,104,18
67,105,7
67,123,20
67,131,1
67,132,1
67,133,2
67,169,91
67,213,3
67,225,4
67,279,3
67,301,4
67,303,2
67,326,7
67,330,3
67,363,1
67,374,2
67,450,1
67,525,2
67,543,2
67,568,8
67,572,7
67,599,1
67,651,1
67,658,3
67,659,2
67,682,1
67,695,1
67,733,1
67,739,2
67,787,1
67,818,2
67,939,1
68,16,19
68,51,2
68,57,1594
68,62,671
68,64,945
68,104,86
68,105,30
68,123,18
68,131,2
68,132,1
68,169,1486
68,191,1
68,201,1
68,213,1
68,216,3
68,218,1
68,219,1
68,225,3
68,226,5
68,270,2
68,279,11
68,301,10
68,302,1
68,303,2
68,326,8
68,330,6
68,334,1
68,338,1
68,347,1
68,359,1
68,368,1
68,384,1
68,405,1
68,454,1
68,469,2
68,508,1
68,534,5
68,543,1
68,550,1
68,568,18
68,572,18
68,651,4
68,664,1
68,670,2
68,739,8
68,744,1
68,768,2
68,771,3
68,790,1
68,806,1
68,810,1
68,841,1
68,881,1
68,961,1
68,980,1
68,981,2
69,13,1
69,16,7
69,57,602
69,62,1933
69,64,987
69,104,20
69,105,2
69,123,6
69,151,1
69,169,112
69,213,2
69,216,2
69,225,3
69,226,5
69,279,19
69,301,19
69,302,3
69,303,1
69,304,2
69,326,9
69,334,1
69,359,1
69,519,1
69,522,1
69,534,3
69,568,20
69,572,13
69,617,1
69,625,1
69,651,3
69,655,1
69,658,4
69,670,2
69,684,1
69,685,1
69,733,1
69,739,4
69,787,1
69,816,1
69,818,5
69,846,1
69,858,3
69,981,2
70,16,6
70,57,128
70,62,125
70,64,232
70,104,9
70,105,3
70,123,80
70,131,2
70,169,42
70,216,1
70,231,1
70,279,4
70,301,10
70,326,1
70,347,1
70,543,1
70,568,3
70,572,4
70,580,1
70,617,1
70,647,1
70,651,1
70,695,1
70,713,2
70,739,1
70,806,1
70,841,1
70,842,1
70,981,1
71,16,1
71,57,1
71,62,1
71,64,1
71,104,3
71,105,6
71,175,19
71,225,17
71,226,5
71,235,60
71,279,1
71,301,1
71,534,1
71,647,1
71,682,1
71,702,1
72,16,6
72,57,51
72,62,62
72,64,58
72,104,3
72,105,5
72,169,243
72,225,1
72,279,2
72,301,1
72,368,1
72,374,1
72,450,1
72,568,3
72,572,3
72,739,2
72,787,1
72,790,1
73,57,4
73,62,13
73,64,7
73,169,2
73,568,1
74,16,13
74,33,1
74,44,1
74,57,151
74,62,523
74,64,640
74,104,10
74,123,4
74,131,1
74,133,1
74,169,21
74,213,1
74,225,4
74,226,5
74,255,1
74,279,212
74,301,14
74,302,1
74,326,6
74,330,2
74,332,1
74,334,3
74,347,1
74,359,1
74,374,1
74,450,1
74,470,1
74,479,1
74,534,1
74,539,1
74,543,1
74,568,13
74,572,199
74,626,1
74,647,1
74,670,1
74,682,1
74,739,10
74,771,2
74,787,1
74,810,1
74,816,2
74,818,7
74,836,1
74,939,1
74,980,1
74,981,3
75,57,3
75,62,20
75,64,19
75,104,3
75,123,12
75,169,2
75,279,1
75,304,1
75,647,2
75,730,2
75,781,1
75,827,4
75,846,1
76,16,1
76,57,150
76,62,744
76,64,199
76,104,15
76,169,13
76,213,1
76,255,1
76,279,32
76,301,4
76,302,2
76,405,1
76,414,1
76,450,1
76,479,1
76,507,1
76,534,2
76,543,1
76,568,3
76,572,21
76,659,1
76,664,1
76,681,1
76,730,1
76,739,2
76,771,3
76,787,1
76,842,1
76,980,1
76,981,1
77,16,5
77,33,1
77,51,2
77,57,211
77,62,689
77,64,598
77,80,2
77,104,23
77,105,6
77,123,378
77,132,1
77,169,30
77,216,1
77,225,2
77,235,2
77,244,2
77,279,11
77,301,1
77,303,1
77,326,6
77,338,1
77,368,1
77,374,2
77,384,2
77,405,1
77,450,4
77,454,10
77,568,1
77,572,8
77,617,5
77,651,1
77,658,1
77,659,2
77,664,2
77,670,1
77,684,2
77,702,1
77,730,6
77,739,1
77,771,1
77,775,1
77,781,5
77,787,1
77,806,1
77,818,3
77,827,46
77,841,1
77,842,4
77,980,2
78,16,17
78,20,1
78,22,3
78,34,2
78,51,1
78,57,286
78,62,532
78,64,1207
78,104,59
78,105,3
78,123,1174
78,132,1
78,133,1
78,169,73
78,213,1
78,225,1
78,226,2
78,279,8
78,301,12
78,303,2
78,326,5
78,330,2
78,347,1
78,359,6
78,534,2
78,568,5
78,572,20
78,614,3
78,617,3
78,623,1
78,647,1
78,651,1
78,659,1
78,664,1
78,670,1
78,681,1
78,682,1
78,683,1
78,702,3
78,733,1
78,739,14
78,771,3
78,775,2
78,810,1
78,818,9
78,823,1
78,842,1
78,922,1
78,980,1
78,981,1
79,33,8
79,44,4
79,57,5
79,62,7
79,64,2
79,123,1
79,216,2
79,384,2
79,386,1
79,450,2
79,572,1
79,827,3
80,16,8
80,20,1
80,22,2
80,33,2
80,34,1
80,44,23
80,51,2
80,57,2
80,62,2
80,80,1574
80,91,12
80,105,1
80,123,1
80,209,1
80,213,16
80,216,8
80,231,1
80,235,1
80,255,1
80,270,7
80,279,1
80,301,11
80,302,1
80,303,1
80,326,1
80,347,1
80,359,2
80,374,1
80,384,603
80,386,166
80,405,3
80,445,10
80,450,33
80,454,85
80,469,2
80,522,1
80,534,1
80,539,4
80,543,2
80,556,1
80,599,1
80,600,2
80,601,80
80,647,1
80,651,1
80,655,1
80,659,2
80,664,1
80,670,14
80,685,4
80,730,103
80,733,7
80,739,11
80,775,10
80,781,3
80,787,1
80,810,1
80,818,9
80,823,8
80,827,2
80,841,28
80,846,1
80,858,1
80,980,1
80,983,1
81,16,11
81,22,2
81,33,12
81,34,1
81,44,33
81,46,1
81,51,1
81,57,2
81,62,8
81,64,3
81,80,2199
81,91,24
81,104,2
81,105,3
81,132,1
81,169,2
81,201,1
81,204,4
81,209,1
81,213,23
81,216,18
81,226,1
81,235,1
81,270,4
81,279,3
81,289,1
81,301,10
81,303,7
81,326,4
81,335,1
81,384,699
81,386,161
81,405,1
81,414,1
81,445,46
81,449,2
81,450,56
81,454,96
81,469,3
81,470,6
81,479,1
81,534,4
81,539,2
81,543,4
81,544,2
81,568,1
81,572,2
81,599,1
81,600,7
81,601,62
81,623,2
81,625,3
81,638,1
81,647,3
81,651,2
81,655,3
81,658,7
81,670,24
81,677,1
81,681,1
81,683,2
81,684,2
81,685,8
81,707,1
81,720,1
81,730,119
81,733,25
81,739,18
81,744,1
81,766,1
81,768,1
81,771,1
81,775,15
81,781,4
81,787,2
81,806,1
81,813,1
81,818,16
81,823,5
81,827,1
81,858,1
81,927,1
81,939,2
81,946,1
81,980,2
82,34,1
82,80,1
82,384,441
82,386,53
82,445,1
82,450,3
82,454,6
82,534,1
82,601,10
82,647,1
82,659,1
82,730,17
82,739,12
82,813,1
82,842,1
83,16,9
83,80,1
83,91,18
83,151,1
83,201,3
83,204,1
83,213,11
83,216,6
83,218,1
83,270,5
83,301,4
83,302,2
83,332,1
83,335,1
83,374,2
83,384,2639
83,386,612
83,405,1
83,445,10
83,450,20
83,454,57
83,469,1
83,470,1
83,479,1
83,484,1
83,568,3
83,580,1
83,599,4
83,600,1
83,601,58
83,621,2
83,623,1
83,638,1
83,651,1
83,658,3
83,659,2
83,670,15
83,681,1
83,685,8
83,730,58
83,733,13
83,739,33
83,744,2
83,775,2
83,818,15
83,823,13
83,846,3
83,922,1
83,961,1
84,16,5
84,80,1
84,91,61
84,105,2
84,132,1
84,204,1
84,213,10
84,216,12
84,255,1
84,270,5
84,301,2
84,368,2
84,384,1255
84,386,1943
84,406,1
84,445,41
84,449,2
84,450,32
84,454,59
84,469,5
84,470,7
84,534,4
84,541,1
84,543,6
84,550,1
84,556,1
84,599,9
84,600,2
84,601,40
84,614,4
84,621,1
84,625,1
84,626,3
84,632,1
84,638,1
84,647,2
84,651,4
84,655,1
84,658,11
84,659,1
84,661,1
84,664,3
84,670,14
84,681,4
84,682,3
84,683,1
84,685,6
84,730,120
84,733,23
84,739,52
84,775,12
84,780,4
84,787,2
84,806,1
84,810,2
84,818,16
84,823,17
84,841,1
84,842,1
84,846,2
84,946,1
84,980,2
85,16,3
85,91,21
85,169,1
85,196,1
85,209,3
85,213,1
85,216,10
85,270,1
85,301,5
85,374,1
85,384,222
85,386,695
85,445,15
85,450,9
85,454,25
85,469,1
85,470,1
85,534,1
85,543,4
85,568,2
85,572,1
85,599,2
85,600,2
85,601,23
85,625,1
85,647,1
85,658,5
85,670,6
85,681,3
85,682,2
85,683,2
85,684,1
85,685,8
85,730,46
85,733,17
85,739,24
85,744,2
85,768,1
85,775,3
85,787,1
85,806,1
85,810,1
85,813,1
85,818,7
85,823,9
85,841,3
85,842,2
85,850,1
86,16,2
86,91,49
86,131,1
86,201,1
86,213,5
86,216,9
86,255,1
86,270,6
86,301,10
86,302,3
86,303,2
86,368,1
86,384,842
86,386,950
86,405,1
86,406,2
86,445,41
86,450,16
86,454,37
86,469,1
86,470,7
86,479,2
86,534,3
86,543,5
86,568,2
86,572,1
86,589,1
86,601,44
86,614,1
86,621,1
86,623,1
86,651,8
86,658,2
86,659,3
86,661,1
86,664,2
86,670,18
86,681,2
86,682,1
86,684,1
86,685,20
86,730,54
86,733,17
86,739,38
86,744,1
86,775,4
86,787,7
86,816,1
86,818,13
86,823,4
86,842,1
86,846,1
87,16,3
87,64,1
87,91,19
87,213,2
87,216,1
87,255,1
87,384,201
87,386,141
87,406,1
87,445,14
87,450,11
87,454,7
87,470,5
87,539,1
87,543,1
87,601,14
87,617,1
87,625,2
87,651,1
87,658,1
87,659,1
87,670,15
87,683,1
87,685,8
87,730,33
87,733,5
87,739,11
87,773,1
87,780,3
87,818,4
87,823,3
88,16,5
88,62,1
88,91,319
88,104,1
88,160,6
88,209,1
88,213,7
88,216,5
88,255,3
88,270,1
88,298,4
88,301,3
88,302,2
88,384,59
88,386,105
88,406,1
88,439,1
88,443,1
88,445,116
88,450,26
88,454,18
88,469,8
88,470,1
88,534,5
88,543,5
88,588,4
88,599,1
88,601,25
88,617,1
88,621,1
88,638,1
88,647,2
88,651,5
88,655,1
88,658,1
88,670,18
88,682,1
88,683,2
88,685,12
88,720,1
88,730,140
88,733,41
88,739,38
88,744,1
88,771,1
88,775,2
88,787,1
88,790,1
88,804,1
88,810,2
88,813,1
88,818,6
88,823,6
88,842,10
88,858,1
88,922,1
88,980,3
89,91,200
89,131,1
89,191,2
89,201,1
89,213,1
89,216,1
89,225,1
89,255,1
89,301,3
89,302,2
89,326,1
89,384,75
89,386,127
89,445,34
89,449,2
89,450,15
89,454,6
89,470,1
89,534,1
89,541,1
89,543,2
89,568,1
89,599,1
89,601,17
89,617,1
89,625,4
89,626,1
89,638,4
89,641,1
89,651,3
89,658,3
89,661,1
89,664,1
89,670,15
89,685,9
89,730,68
89,733,10
89,739,18
89,773,1
89,775,6
89,787,3
89,818,4
89,823,3
89,842,1
89,846,1
89,892,1
90,16,3
90,57,4
90,62,1
90,91,122
90,213,1
90,216,4
90,292,1
90,301,2
90,330,1
90,384,27
90,386,64
90,406,1
90,445,34
90,450,21
90,454,3
90,469,1
90,470,1
90,534,5
90,543,2
90,601,10
90,641,1
90,651,1
90,670,10
90,685,3
90,730,28
90,733,13
90,739,15
90,775,3
90,787,1
90,810,1
90,813,1
90,818,3
90,846,2
90,850,1
90,858,1
90,980,1
91,16,4
91,34,1
91,51,2
91,62,1
91,91,1375
91,149,1
91,169,1
91,213,7
91,216,8
91,255,1
91,270,1
91,292,1
91,301,21
91,303,2
91,326,1
91,359,1
91,368,2
91,384,79
91,386,196
91,405,2
91,406,2
91,408,1
91,445,227
91,449,1
91,450,63
91,454,22
91,469,6
91,470,4
91,484,1
91,522,1
91,534,3
91,543,6
91,550,1
91,568,2
91,572,1
91,580,3
91,600,1
91,601,28
91,625,1
91,638,1
91,647,2
91,651,9
91,658,3
91,659,2
91,664,1
91,670,35
91,681,1
91,682,2
91,685,27
91,713,1
91,730,206
91,733,89
91,739,41
91,766,2
91,775,5
91,781,1
91,787,3
91,790,2
91,804,2
91,810,1
91,818,3
91,823,2
91,842,4
91,858,1
91,939,1
92,57,2
92,62,3
92,64,4
92,169,11
92,301,1
92,730,2
93,16,5
93,51,1
93,57,2
93,64,1
93,104,5
93,105,29
93,175,70
93,225,18
93,226,3
93,235,53
93,279,2
93,301,1
93,303,3
93,326,2
93,445,2
93,519,1
93,523,1
93,543,1
93,670,1
93,980,1
94,16,9
94,50,2
94,57,7
94,62,2
94,64,3
94,104,65
94,105,316
94,132,5
94,169,4
94,175,383
94,213,2
94,225,82
94,226,14
94,235,190
94,301,9
94,303,3
94,326,11
94,330,1
94,332,1
94,363,1
94,368,1
94,384,1
94,568,2
94,638,1
94,651,9
94,733,1
94,810,1
95,1,1
95,16,17
95,34,1
95,57,17
95,62,3
95,64,4
95,104,68
95,105,456
95,123,1
95,131,1
95,175,12
95,225,50
95,226,7
95,235,28
95,297,1
95,301,4
95,303,2
95,304,1
95,326,3
95,347,1
95,359,1
95,374,1
95,534,2
95,572,4
95,739,2
95,787,1
95,980,1
96,16,14
96,51,2
96,57,11
96,62,11
96,64,9
96,104,139
96,105,1087
96,132,4
96,169,22
96,175,1
96,201,1
96,225,33
96,226,6
96,235,15
96,279,5
96,301,15
96,303,1
96,326,17
96,330,1
96,368,2
96,405,1
96,470,1
96,507,1
96,534,3
96,568,3
96,572,2
96,659,1
96,730,1
96,739,7
96,858,1
96,981,1
97,16,13
97,57,43
97,62,38
97,64,50
97,104,567
97,105,306
97,169,80
97,175,2
97,216,2
97,225,12
97,226,2
97,231,1
97,235,1
97,279,1
97,301,2
97,302,2
97,326,7
97,359,2
97,543,1
97,568,1
97,572,1
97,651,1
97,670,4
97,733,1
97,739,3
97,841,36
97,980,1
98,16,5
98,57,55
98,62,39
98,64,64
98,104,12
98,105,2
98,169,264
98,196,1
98,216,1
98,225,1
98,226,1
98,279,1
98,301,4
98,304,1
98,359,2
98,406,1
98,470,1
98,534,2
98,543,1
98,550,1
98,568,1
98,739,6
99,16,4
99,57,77
99,62,309
99,64,107
99,104,3
99,169,13
99,213,1
99,279,7
99,301,7
99,326,2
99,330,1
99,347,1
99,491,1
99,543,1
99,544,1
99,572,11
99,638,2
99,658,1
99,670,2
99,730,1
99,818,1
100,16,11
100,33,42
100,44,18
100,51,2
100,57,2
100,62,1
100,64,5
100,80,1
100,104,1
100,169,1
100,213,3
100,226,1
100,300,1
100,301,1
100,326,1
100,368,1
100,374,4
100,450,1
101,64,4
101,105,2
101,625,1
101,658,2
101,841,1
102,16,3
102,57,91
102,62,258
102,64,340
102,104,5
102,123,3
102,133,1
102,169,26
102,279,2
102,301,5
102,303,1
102,326,4
102,534,2
102,568,2
102,572,9
102,659,1
102,670,1
102,771,1
102,818,2
102,981,2
103,16,21
103,57,31
103,62,16
103,64,9
103,104,362
103,105,2173
103,131,1
103,132,2
103,133,1
103,151,1
103,169,12
103,175,3
103,191,1
103,213,2
103,216,1
103,225,48
103,226,8
103,235,9
103,301,24
103,302,2
103,303,2
103,326,28
103,330,1
103,341,1
103,359,1
103,374,2
103,386,1
103,484,2
103,519,1
103,534,2
103,543,1
103,568,3
103,625,1
103,664,1
103,670,2
103,739,3
103,766,1
103,818,1
103,858,1
103,981,1
104,16,47
104,57,49
104,62,36
104,64,37
104,104,2133
104,105,1014
104,123,1
104,131,1
104,132,1
104,169,39
104,201,1
104,209,1
104,213,6
104,225,46
104,226,4
104,231,2
104,235,12
104,270,1
104,279,3
104,297,1
104,298,1
104,301,23
104,302,2
104,303,1
104,326,8
104,330,1
104,332,1
104,341,1
104,359,9
104,405,2
104,454,1
104,507,1
104,522,1
104,534,4
104,543,3
104,568,3
104,572,7
104,601,1
104,632,1
104,651,1
104,664,1
104,670,2
104,713,1
104,739,5
104,766,2
104,787,3
104,842,1
105,16,52
105,33,1
105,57,55
105,62,51
105,64,23
105,104,573
105,105,4793
105,131,5
105,132,1
105,169,18
105,175,6
105,204,1
105,216,2
105,225,62
105,226,13
105,231,3
105,235,17
105,244,1
105,279,3
105,293,1
105,298,4
105,301,26
105,302,6
105,303,5
105,304,2
105,326,67
105,330,3
105,334,1
105,335,1
105,347,1
105,359,2
105,368,2
105,374,2
105,469,1
105,491,1
105,534,3
105,568,9
105,572,3
105,592,1
105,614,1
105,626,1
105,651,1
105,659,1
105,661,1
105,670,3
105,730,5
105,739,6
105,790,2
105,801,1
105,810,1
105,813,1
105,842,1
105,980,1
106,62,2
106,64,3
106,279,36
106,301,1
106,534,1
106,572,27
107,64,1
107,104,1
107,279,36
107,303,1
107,470,1
107,572,7
107,647,1
107,739,1
108,80,1
108,279,3
108,439,1
108,443,5
108,572,12
108,647,6
108,659,1
108,739,2
108,790,3
108,813,3
108,816,2
108,818,2
108,841,10
108,842,67
109,16,7
109,57,70
109,62,331
109,64,154
109,104,7
109,105,1
109,123,104
109,131,1
109,169,9
109,216,1
109,226,1
109,231,1
109,279,134
109,301,1
109,302,1
109,303,1
109,326,19
109,330,3
109,332,1
109,405,2
109,534,1
109,568,2
109,572,151
109,617,2
109,621,2
109,623,1
109,647,5
109,651,2
109,658,2
109,659,3
109,670,6
109,702,1
109,739,7
109,790,1
109,818,16
109,841,5
109,842,5
109,858,5
110,13,1
110,16,7
110,57,16
110,62,10
110,64,1
110,104,2
110,123,1
110,160,1
110,169,1
110,209,1
110,244,1
110,279,841
110,292,1
110,301,5
110,326,4
110,330,1
110,368,1
110,519,1
110,522,1
110,534,2
110,568,8
110,572,520
110,617,2
110,647,3
110,658,4
110,670,7
110,730,1
110,733,2
110,739,20
110,775,1
110,790,1
110,806,1
110,818,3
110,841,2
111,16,4
111,104,1
111,131,18
111,132,8
111,149,1
111,191,1
111,225,197
111,226,17
111,301,8
111,302,1
111,326,7
111,330,1
111,332,1
111,479,3
111,534,2
111,568,2
111,625,1
111,846,1
111,858,1
112,405,19
112,406,1
112,722,1
112,801,1
112,804,1
113,149,1
113,244,7
113,405,24
113,406,1
113,804,1
113,928,1
113,971,2
113,980,4
114,16,1
114,204,1
114,213,1
114,216,2
114,326,1
114,335,1
114,405,512
114,406,42
114,408,19
114,414,1
114,446,11
114,534,5
114,543,1
114,651,1
114,713,20
114,720,7
114,722,26
114,730,1
114,739,1
114,744,2
114,771,1
114,773,68
114,801,6
114,804,7
114,806,1
114,810,6
114,892,1
114,895,1
114,971,1
114,976,1
114,980,34
114,981,1
115,160,1
115,213,1
115,218,1
115,255,1
115,326,1
115,347,1
115,405,712
115,406,74
115,408,16
115,414,3
115,420,1
115,446,14
115,479,2
115,534,1
115,539,1
115,658,1
115,713,1
115,722,1
115,733,1
115,773,1
115,801,2
115,804,8
115,806,1
115,810,10
115,980,17
115,981,1
116,209,1
116,213,1
116,225,1
116,244,1
116,301,1
116,326,2
116,359,3
116,405,667
116,406,74
116,408,7
116,414,31
116,445,1
116,446,2
116,454,1
116,479,1
116,534,4
116,720,2
116,804,5
116,806,2
116,810,2
116,858,1
116,936,1
116,961,1
116,980,3
117,405,38
117,406,2
117,414,1
117,720,2
117,881,1
117,892,2
118,16,1
118,213,2
118,216,1
118,297,1
118,301,2
118,326,3
118,359,1
118,374,1
118,405,775
118,406,97
118,408,6
118,414,5
118,446,4
118,450,1
118,479,1
118,491,2
118,534,1
118,543,1
118,647,1
118,713,1
118,722,2
118,739,1
118,744,1
118,745,1
118,801,2
118,806,2
118,810,2
118,858,1
118,895,1
118,927,1
118,980,6
119,16,3
119,62,1
119,160,2
119,213,2
119,216,2
119,297,1
119,301,1
119,359,4
119,363,1
119,384,1
119,405,515
119,406,65
119,408,9
119,414,12
119,429,2
119,446,4
119,450,1
119,525,1
119,534,23
119,543,2
119,625,1
119,638,1
119,661,1
119,670,2
119,713,376
119,720,11
119,722,225
119,739,8
119,744,1
119,773,29
119,801,45
119,804,46
119,806,18
119,810,47
119,850,14
119,858,1
119,939,1
119,976,3
119,980,7
120,304,1
120,405,50
120,406,5
120,439,1
120,534,1
120,659,1
121,149,1
121,405,29
121,406,2
121,408,1
121,658,1
121,980,30
122,16,8
122,34,1
122,57,158
122,62,851
122,64,659
122,104,2
122,123,8
122,169,45
122,216,10
122,226,1
122,279,51
122,301,2
122,302,2
122,303,3
122,304,1
122,326,9
122,347,1
122,359,1
122,368,1
122,405,1
122,446,1
122,525,1
122,543,2
122,568,9
122,572,43
122,625,3
122,661,1
122,670,1
122,720,2
122,733,1
122,739,2
122,781,2
122,818,8
122,842,1
122,981,3
123,16,6
123,22,1
123,57,256
123,62,875
123,64,883
123,104,23
123,105,3
123,123,358
123,133,1
123,169,83
123,209,1
123,213,1
123,279,17
123,292,1
123,301,7
123,302,1
123,303,2
123,326,19
123,330,3
123,332,1
123,347,1
123,359,2
123,368,1
123,568,4
123,572,24
123,614,1
123,617,1
123,655,1
123,670,1
123,681,2
123,682,1
123,683,1
123,713,1
123,739,9
123,775,1
123,781,1
123,813,1
123,818,5
123,842,1
123,846,2
123,981,1
124,16,16
124,57,146
124,62,324
124,64,483
124,104,18
124,105,5
124,123,331
124,132,1
124,169,29
124,225,1
124,279,9
124,301,2
124,326,7
124,330,3
124,359,1
124,374,3
124,406,1
124,454,1
124,470,1
124,479,1
124,534,3
124,539,1
